,first,second,third
2002,"['2h', 'Th', '8h', '8s', 'Ks']",[],[]
2003,[],[],[]
2004,[],[],[]
2005,[],[],[]
2006,"['8d', 'Kh', '8c']",[],[]
2007,[],[],[]
2008,[],[],[]
2009,"['8d', '5s', '7s']",[],[]
2010,[],[],[]
2011,[],[],[]
2012,[],[],[]
2013,"['Kc', '5d', 'Js', 'Jc', 'Jh']",[],[]
2014,[],[],[]
2015,"['2s', '3h', '2d', 'Kc']",[],[]
2016,"['Ts', '5d', 'Th']",[],[]
2017,"['Tc', '6c', '9h']",[],[]
2018,"['Kd', '3d', '3s', '7h', 'Kh']",[],[]
2019,"['Jc', '7c', 'Qh', '2s', '8d']",[],[]
2020,[],[],[]
2021,[],[],[]
2022,[],[],[]
2023,"['6h', '3s', 'Kd', '2c', 'Qs']",[],[]
2024,"['6s', '4h', 'Jh', '2c', 'Tc']",[],[]
2025,"['Th', '5h', 'Td']",[],[]
2026,[],[],[]
2027,[],[],[]
2028,"['Td', 'Ac', 'Js']",[],[]
2029,"['2h', '7h', '4h', 'Ac', 'As']",[],[]
2030,"['Js', '8d', '8s']",[],[]
2031,[],[],[]
2032,[],[],[]
2033,[],[],[]
2034,"['5d', '3h', '7c']",[],[]
2035,"['Ac', '2h', 'As', '3d']",[],[]
2036,[],[],[]
2037,"['Th', '5d', '3d', '8d', 'Tc']",[],[]
2038,"['Jd', 'Ks', '3c']",[],[]
2039,[],[],[]
2040,[],[],[]
2041,[],[],[]
2042,"['5d', '3d', '5c']",[],[]
2043,"['Tc', '2d', '7s', '8d', '4s']",[],[]
2044,"['6c', '9d', '4d', '2c', 'Ah']",[],[]
2045,"['4d', '5s', '9h']",[],[]
2046,"['Qc', 'Kh', '5c', 'Kc', '2d']",[],[]
2047,"['Qs', '6d', 'Tc', 'Ah', '6c']",[],[]
2048,[],[],[]
2049,"['Ah', 'Qd', 'Ad']",[],[]
2050,[],[],[]
2051,"['2c', 'Ac', '3d', '7h', 'Qc']",[],[]
2052,[],[],[]
2053,[],[],[]
2054,[],[],[]
2055,"['7s', '8c', '9d']",[],[]
2056,"['Ah', '5c', '6h', 'Qh']",[],[]
2057,[],[],[]
2058,"['Jh', 'Ah', '5h']",[],[]
2059,[],[],[]
2060,[],[],[]
2061,"['Qh', '8d', '7d', 'Th', '9h']",[],[]
2062,[],[],[]
2063,"['Th', 'Qd', '9d']",[],[]
2064,"['Ah', '6d', '4d', '9d']",[],[]
2065,"['8h', '7s', '4c', '9s', '2c']",[],[]
2066,"['3s', 'Ac', '9c', 'Qc', '5s']",[],[]
2067,"['6h', '4d', 'Ac', '4s', 'Jh']",[],[]
2068,[],[],[]
2069,[],[],[]
2070,"['2d', 'Qc', 'Ks', '7d', '7s']",[],[]
2071,"['5s', '7c', '6c', '3d', 'Ks']",[],[]
2072,[],[],[]
2073,"['Ac', '7d', '5d']",[],[]
2074,[],[],[]
2075,"['8h', '8s', '4s']",[],[]
2076,[],[],[]
2077,[],[],[]
2078,"['Jc', 'Ac', '7d']",[],[]
2079,"['5s', '6c', '3s', '3c']",[],[]
2080,"['7c', '3s', '5c']",[],[]
2081,[],[],[]
2082,"['4d', 'Qc', '2h', 'Jd', '8h']",[],[]
2083,"['8d', '6s', 'Ts', 'Ks', '4h']",[],[]
2084,"['2s', '2d', '8d', '5c', 'Qs']",[],[]
2085,[],[],[]
2086,[],[],[]
2087,[],[],[]
2088,[],[],[]
2089,[],[],[]
2090,"['Qh', 'Ah', '4c', '9h']",[],[]
2091,[],[],[]
2092,[],[],[]
2093,[],[],[]
2094,[],[],[]
2095,"['5s', '8h', '3h', '7s', 'Js']",[],[]
2096,"['5h', '3s', '9c', 'Th', 'Qc']",[],[]
2097,[],[],[]
2098,[],[],[]
2099,[],[],[]
2100,"['As', '3s', '5h']",[],[]
2101,"['Th', '3c', '2s', 'Qc', '5d']",[],[]
2102,"['Td', '8d', '3d', 'Tc', '3s']",[],[]
2103,[],[],[]
2104,"['2s', '5c', 'Td', 'Jc', '6h']",[],[]
2105,"['9d', '3d', '9h', '3c', '8h']",[],[]
2106,"['Th', '7h', 'Js', '2c', 'Jc']",[],[]
2107,[],[],[]
2108,"['Kh', '8d', 'Ac', 'Jc', '7s']",[],[]
2109,"['Jc', '4c', '7c']",[],[]
2110,[],[],[]
2111,"['Qs', '2d', '2h', '8d', 'Td']",[],[]
2112,"['2d', '5d', 'Th']",[],[]
2113,"['2h', '8s', 'Qc', '5h', '9c']",[],[]
2114,[],[],[]
2115,[],[],[]
2116,"['5h', '9c', '7h', '8d', '7c']",[],[]
2117,[],[],[]
2118,"['6h', '2s', '2c']",[],[]
2119,"['3s', '3c', '8d']",[],[]
2120,[],[],[]
2121,[],[],[]
2122,"['2h', '6s', '6d']",[],[]
2123,[],[],[]
2124,"['Ah', '5s', 'Kc', '5d', '4d']",[],[]
2125,"['Td', 'Ac', 'Js', '9h']",[],[]
2126,[],[],[]
2127,[],[],[]
2128,"['5d', 'Td', '7c', 'Jc', '8s']",[],[]
2129,"['4s', '2s', '9s', '3h', 'As']",[],[]
2130,"['6d', 'Qs', '9d', '3s', 'Th']",[],[]
2131,"['5d', 'Ah', '8d']",[],[]
2132,[],[],[]
2133,[],[],[]
2134,"['7c', 'Th', '8d']",[],[]
2135,[],[],[]
2136,[],[],[]
2137,"['Kh', '3s', '3d', 'Ts', '4h']",[],[]
2138,"['2c', 'Ad', 'Qs']",[],[]
2139,"['Tc', 'Ks', '2d', '5c', '5d']",[],[]
2140,[],[],[]
2141,"['3d', 'Jh', '6h', 'Jd', '2d']",[],[]
2142,[],[],[]
2143,"['5h', '4d', 'Jc', '3h', '8h']",[],[]
2144,[],[],[]
2145,"['Qd', 'Tc', 'Ad', 'Jc', '5s']",[],[]
2146,"['Kh', '9h', '4s', 'As', '2d']",[],[]
2147,[],[],[]
2148,[],[],[]
2149,"['Td', '7h', '9d', '9s', '6s']",[],[]
2150,"['Tc', '5s', '2c', 'Qh']",[],[]
2151,"['5d', 'Kc', 'Th', '9c', '6s']",[],[]
2152,[],[],[]
2153,"['5d', '6c', '2c', 'Ks']",[],[]
2154,"['5c', 'Jd', 'Td', '6h', 'Qc']",[],[]
2155,"['6c', '6s', '3h', 'Ad', '8c']",[],[]
2156,"['4c', 'Td', '3c']",[],[]
2157,"['2s', 'Ad', 'Ts', '9d', '5d']",[],[]
2158,[],[],[]
2159,"['5h', '8d', 'Qh', 'Jd', '5s']",[],[]
2160,"['Jh', '9c', '2c', '8c']",[],[]
2161,"['8h', 'Qc', '4c', '6d', '3c']",[],[]
2162,"['2h', '6h', 'As', '7s', 'Qc']",[],[]
2163,"['2s', '8s', '7c', '9h', '8h']",[],[]
2164,[],[],[]
2165,"['8s', '2h', 'Ah']",[],[]
2166,[],[],[]
2167,[],[],[]
2168,"['5s', '2s', '5c']",[],[]
2169,[],[],[]
2170,"['3h', '3d', 'Ts', '8c', 'Tc']",[],[]
2171,"['8c', '5c', '6c']",[],[]
2172,[],[],[]
2173,"['4d', '5d', 'Qc']",[],[]
2174,[],[],[]
2175,"['3s', 'Kd', 'Td', 'Ks']",[],[]
2176,"['Ac', 'Qs', '4s', '6d', '9s']",[],[]
2177,[],[],[]
2178,"['7d', '5h', '7h', '5s', 'Ac']",[],[]
2179,[],[],[]
2180,[],[],[]
2181,[],[],[]
2182,[],[],[]
2183,"['Qh', 'Qd', '6s']",[],[]
2184,"['8d', 'Kh', 'Ah', 'Ac', 'Js']",[],[]
2185,"['Kc', '6d', '6s']",[],[]
2186,[],[],[]
2187,[],[],[]
2188,[],[],[]
2189,[],[],[]
2190,[],[],[]
2191,"['Qd', 'Jc', 'Js', 'Jh']",[],[]
2192,[],[],[]
2193,[],[],[]
2194,"['7h', 'Qh', '8c']",[],[]
2195,[],[],[]
2196,[],[],[]
2197,[],[],[]
2198,"['3h', '3s', '5d']",[],[]
2199,[],[],[]
2200,"['5s', 'Js', '8s', '8d', '7c']",[],[]
2201,"['8h', '7d', 'Td', '7h', 'Ts']",[],[]
2202,[],[],[]
2203,[],[],[]
2204,"['2s', '4h', 'Qs']",[],[]
2205,"['Qh', '4c', '6c']",[],[]
2206,[],[],[]
2207,"['8c', 'Th', 'Jc', '2c', '6c']",[],[]
2208,"['8s', '6d', '6c', '3c', '9h']",[],[]
2209,"['3s', 'Ah', '8c', '5s', 'Kh']",[],[]
2210,[],[],[]
2211,"['8c', '4d', '8d']",[],[]
2212,[],[],[]
2213,"['2s', '6c', 'Td', 'Kc', 'Ac']",[],[]
2214,"['2s', 'Tc', '2h', '7c']",[],[]
2215,[],[],[]
2216,[],[],[]
2217,"['6d', '5d', '7d']",[],[]
2218,"['Jh', 'Kc', '2h']",[],[]
2219,"['4d', 'Ad', '8c', '7d', '6s']",[],[]
2220,[],[],[]
2221,[],[],[]
2222,"['8d', '5c', 'Jh', '2h', 'Tc']",[],[]
2223,[],[],[]
2224,"['5h', 'Th', '6s']",[],[]
2225,[],[],[]
2226,"['2d', 'Jh', '5d', '6d', '3d']",[],[]
2227,[],[],[]
2228,"['Js', 'Th', '5c']",[],[]
2229,"['Td', 'Qd', '8d', '4h', '3d']",[],[]
2230,[],[],[]
2231,"['As', '7h', 'Tc', 'Qc', 'Ad']",[],[]
2232,"['3d', '8s', '3h', '5h', 'Qc']",[],[]
2233,[],[],[]
2234,"['9d', '9s', 'Th', '6h', '3d']",[],[]
2235,"['Tc', 'Ac', '9d']",[],[]
2236,[],[],[]
2237,[],[],[]
2238,"['Qs', '8h', 'Qh', '3c', '8c']",[],[]
2239,"['9c', '8h', '5h', 'Kh', '8c']",[],[]
2240,[],[],[]
2241,"['8c', '3s', 'Qd', '3d', '4h']",[],[]
2242,"['Qd', '8s', '2h', '5h', 'Jc']",[],[]
2243,"['4s', 'Td', '2h', '3d', '6s']",[],[]
2244,"['2h', 'Ts', 'Qd', '5d', '3h']",[],[]
2245,[],[],[]
2246,[],[],[]
2247,"['Ac', '7d', '7s']",[],[]
2248,[],[],[]
2249,[],[],[]
2250,"['5h', 'Qh', 'Ac']",[],[]
2251,[],[],[]
2252,"['7c', 'Kd', '8s', '2c', '4s']",[],[]
2253,"['6h', '5s', '3d']",[],[]
2254,"['Jh', '7s', '8h', '5s']",[],[]
2255,"['Kc', '2c', 'Kh']",[],[]
2256,"['9s', '8s', 'Js', 'Ad', 'Jh']",[],[]
2257,"['6h', '3d', 'Qc']",[],[]
2258,"['3d', '4s', '8d']",[],[]
2259,[],[],[]
2260,[],[],[]
2261,"['Kh', '7s', '8c', 'Qs', '4s']",[],[]
2262,[],[],[]
2263,"['Qh', '7s', 'Qd', '2h', '5d']",[],[]
2264,"['Qh', 'Qc', '8h']",[],[]
2265,[],[],[]
2266,[],[],[]
2267,"['7h', '9s', 'Jd', '6h', '4d']",[],[]
2268,"['Tc', 'Ks', '2s']",[],[]
2269,"['9h', '5s', 'Qc', 'Js', '9d']",[],[]
2270,"['3s', '7h', '5h', '3c', '5d']",[],[]
2271,"['Jc', 'Tc', '6d', '2h', 'Ac']",[],[]
2272,"['Qd', '6h', '9s', 'Ts']",[],[]
2273,[],[],[]
2274,"['4c', '7h', '6d', 'Ad', 'Ts']",[],[]
2275,[],[],[]
2276,[],[],[]
2277,"['Js', 'Kh', 'As', 'Jh']",[],[]
2278,[],[],[]
2279,"['Ts', 'Tc', '2h', '5d', 'Kd']",[],[]
2280,"['9h', 'Tc', 'Th', '8h', 'Jd']",[],[]
2281,"['Ac', 'Qs', '9s', '5c', '3c']",[],[]
2282,"['4d', 'Kc', 'Kh']",[],[]
2283,[],[],[]
2284,"['Ac', '5d', '2h']",[],[]
2285,"['4d', 'Qs', '4s']",[],[]
2286,"['4s', '8d', '7c', '5c', 'Kd']",[],[]
2287,"['6s', 'Ah', 'Kh', 'Ts']",[],[]
2288,[],[],[]
2289,[],[],[]
2290,[],[],[]
2291,[],[],[]
2292,"['7h', '8h', 'Js']",[],[]
2293,[],[],[]
2294,"['As', '9h', '2s', 'Ac']",[],[]
2295,"['5h', '5s', '4h', 'Kd', '6s']",[],[]
2296,[],[],[]
2297,"['3s', '8d', 'Td']",[],[]
2298,"['7h', 'Jh', 'As', 'Kd', 'Ks']",[],[]
2299,[],[],[]
2300,[],[],[]
2301,"['6s', '3d', '6c', 'As', 'Qc']",[],[]
2302,"['Kh', '5h', 'Tc']",[],[]
2303,"['4s', '9c', '7s', '6h', 'Jc']",[],[]
2304,"['4h', 'Kc', '7d', '3s', '8s']",[],[]
2305,"['4s', '4h', 'Ah', '5s', 'Kh']",[],[]
2306,"['9s', '8c', '7h', '8s', 'Qd']",[],[]
2307,[],[],[]
2308,[],[],[]
2309,[],[],[]
2310,"['4c', '3h', '6h', '5h']",[],[]
2311,[],[],[]
2312,[],[],[]
2313,[],[],[]
2314,[],[],[]
2315,[],[],[]
2316,[],[],[]
2317,[],[],[]
2318,"['7c', 'As', 'Kh']",[],[]
2319,"['6c', '4s', '6s', '8c', '5s']",[],[]
2320,"['Kc', 'Qh', 'Jd']",[],[]
2321,[],[],[]
2322,"['4d', '2h', '5c', 'Kh']",[],[]
2323,"['Js', '3c', '6c', 'Kc']",[],[]
2324,"['Qs', '5c', '8h', '4d']",[],[]
2325,[],[],[]
2326,[],[],[]
2327,"['5s', '5h', '2d']",[],[]
2328,[],[],[]
2329,"['2d', '8s', 'As', 'Qh', '6c']",[],[]
2330,"['Td', '9d', 'Qd']",[],[]
2331,"['2h', 'Kd', '9d', '9h']",[],[]
2332,"['7c', '6h', '8s', '3s', '2s']",[],[]
2333,"['4c', '4d', 'Kh', 'Js']",[],[]
2334,[],[],[]
2335,[],[],[]
2336,"['7h', '2d', 'Ah', '3d']",[],[]
2337,[],[],[]
2338,[],[],[]
2339,"['Ts', '8s', 'Qs', '3d', '6c']",['4s'],[]
2340,"['4h', '2c', 'Qh', 'Qs', '4d']",[],[]
2341,[],[],[]
2342,"['Td', 'Qd', 'Ks', '5h', 'Tc']",[],[]
2343,"['5d', '5c', '7h']",[],[]
2344,"['Qc', '4s', 'Qh']",[],[]
2345,"['Td', '7s', 'Jh', 'Jc']",[],[]
2346,[],[],[]
2347,"['3c', '4s', '5h', 'Qd', '9h']",[],[]
2348,[],[],[]
2349,[],[],[]
2350,[],[],[]
2351,"['2h', '3d', '2d']",[],[]
2352,[],[],[]
2353,[],[],[]
2354,"['Kh', '7d', 'Ks', '9c']",[],[]
2355,"['3c', 'Ah', '2c', 'Jh']",[],[]
2356,"['9c', '5c', '2h', '3s']",[],[]
2357,"['Qc', '4h', 'Th', '3h', 'Ts']",[],[]
2358,"['6c', 'Tc', '5s', '5h']",[],[]
2359,"['Jd', 'Ah', '2d']",[],[]
2360,"['Ah', '7s', 'Ad']",[],[]
2361,"['6c', 'Ah', 'Qc', 'Th', 'Kd']",[],[]
2362,"['Qh', 'Ac', 'Tc', '5c', '6d']",[],[]
2363,"['Ad', '4h', 'Ts']",[],[]
2364,[],[],[]
2365,[],[],[]
2366,[],[],[]
2367,"['2s', 'Ts', '2h', 'Th', '9c']",['Jh'],[]
2368,"['Qd', 'Qs', 'Kc']",[],[]
2369,[],[],[]
2370,"['6s', 'Ks', '9c']",[],[]
2371,[],[],[]
2372,"['Qs', '5d', 'Ks']",[],[]
2373,[],[],[]
2374,[],[],[]
2375,"['3s', '2d', '6h']",[],[]
2376,[],[],[]
2377,"['Js', '3c', 'Ac', 'Qd', '7h']",[],[]
2378,"['Jh', 'Qh', '7s', '2d', '2h']",[],[]
2379,"['Th', 'Ks', '4s', 'Qd', 'Jc']",[],[]
2380,[],[],[]
2381,[],[],[]
2382,[],[],[]
2383,[],[],[]
2384,"['Jd', 'Js', '6s']",[],[]
2385,[],[],[]
2386,[],[],[]
2387,[],[],[]
2388,[],[],[]
2389,"['8h', '3c', '5c']",[],[]
2390,"['7h', 'Ts', '3h']",[],[]
2391,[],[],[]
2392,"['5d', '5s', 'Kh', 'Ks']",[],[]
2393,"['9h', 'As', '8c', '8s', '6s']",[],[]
2394,"['7s', 'As', '8h', 'Ts', '6c']",[],[]
2395,[],[],[]
2396,"['Ah', 'Qd', '7s']",[],[]
2397,"['Js', 'Qd', '7d', 'Jc']",[],[]
2398,"['Ah', '2h', '6c', '6s', '7s']",[],[]
2399,[],[],[]
2400,"['7c', 'Qh', '2d', 'Kh', '4h']",[],[]
2401,[],[],[]
2402,"['3s', '9c', 'Kh', '4d']",[],[]
2403,"['Ts', '8c', '8d']",[],[]
2404,"['7c', '4s', 'Ac']",[],[]
2405,[],[],[]
2406,"['Qs', 'Ah', '6s']",[],[]
2407,[],[],[]
2408,"['6s', '3h', '5d']",[],[]
2409,"['6s', '9c', '7s', '5d', '7c']",[],[]
2410,"['9s', '5c', '3h', '2d', '4s']",[],[]
2411,"['7d', '3c', 'Kd', '3d', '3h']",[],[]
2412,"['6s', 'Tc', '8h']",[],[]
2413,"['9s', '3s', 'Td', 'Qs', '7d']",[],[]
2414,[],[],[]
2415,[],[],[]
2416,"['Kd', '8c', 'Tc', '9s']",[],[]
2417,[],[],[]
2418,[],[],[]
2419,[],[],[]
2420,"['Qh', '7c', '3c', '5d', '8d']",[],[]
2421,"['3h', '8c', '2d', '7h']",[],[]
2422,[],[],[]
2423,"['6d', '6h', 'Kh', '2s']",[],[]
2424,"['3s', '3c', '5d', '3d', 'Qd']",[],[]
2425,"['4c', '8s', 'Qc', '9d', '9s']",[],[]
2426,"['5h', 'Ks', '6d', 'Kc']",[],[]
2427,"['8c', '4d', '6s']",[],[]
2428,"['Qc', 'Kh', '7h', 'Ks', '2s']",[],[]
2429,"['Ts', 'Kd', '8d', '6h', 'Jd']",[],[]
2430,[],[],[]
2431,[],[],[]
2432,"['5s', '5h', 'Js']",[],[]
2433,[],[],[]
2434,"['8h', 'Kh', '8d', 'Td', 'Jd']",[],[]
2435,[],[],[]
2436,[],[],[]
2437,[],[],[]
2438,[],[],[]
2439,"['4d', 'Ah', 'Ts', '8c']",[],[]
2440,[],[],[]
2441,"['Kh', 'Js', '6s', '5s', '2h']",[],[]
2442,[],[],[]
2443,"['Ks', 'Kh', 'Ad', '3c', 'Ah']",[],[]
2444,"['6s', 'Ah', '6h', '3h']",[],[]
2445,"['3d', '9d', '8c', '8s', '8d']",[],[]
2446,"['2s', 'Jc', 'Tc']",[],[]
2447,"['Kd', '9s', '6s', '3d', 'Jh']",[],[]
2448,"['Ah', '6s', '3c', '4d', '2s']",[],[]
2449,"['9d', '3c', '6d']",[],[]
2450,"['2h', '5h', '7c', '6s']",[],[]
2451,[],[],[]
2452,[],[],[]
2453,"['3d', 'Qs', 'Ah', 'Js', '7h']",[],[]
2454,"['2d', '7s', '9s', 'Jh']",[],[]
2455,"['Qd', '2d', 'Th', '4h', '3c']",[],[]
2456,"['Jd', 'Js', '8h']",[],[]
2457,"['Ks', '5s', '3d']",[],[]
2458,"['5s', '4c', '5c', 'Td']",[],[]
2459,"['4h', '7h', '4d', 'Kh', '2s']",[],[]
2460,"['8c', '2s', '5d', 'Qs', '4s']",[],[]
2461,"['2d', '7s', 'Js', 'As', 'Th']",[],[]
2462,"['2s', '9d', 'Js']",[],[]
2463,"['9h', '3s', '9c']",[],[]
2464,[],[],[]
2465,"['Ts', '2h', '7s', '4s']",[],[]
2466,"['2s', '4h', '5d']",[],[]
2467,"['Jd', '8s', '2c', '4h', 'Ac']",[],[]
2468,"['4c', 'Ad', '7h', '9d', '5s']",[],[]
2469,"['8s', '2c', 'Ad', '2d']",[],[]
2470,"['3d', '4s', '9c', '5c']",[],[]
2471,[],[],[]
2472,[],[],[]
2473,[],[],[]
2474,[],[],[]
2475,"['9s', '7s', '2s', '7h', '3s']",[],[]
2476,[],[],[]
2477,"['Tc', '6c', '3h']",[],[]
2478,[],[],[]
2479,"['Jh', '7s', 'Ac']",[],[]
2480,"['7s', 'Td', '6s', 'Kh']",[],[]
2481,[],[],[]
2482,"['Qc', 'Th', '2c', '6s', '3h']",[],[]
2483,"['4s', '6s', 'Jc', '9h', '7c']",[],[]
2484,"['As', 'Jh', '2c']",[],[]
2485,[],[],[]
2486,"['Qs', 'Jd', '5s']",[],[]
2487,"['5s', 'Kh', 'Kd', '9c', 'Jd']",[],[]
2488,[],[],[]
2489,"['Tc', '4s', '5s', 'Td', '2c']","['2d', '6s']",[]
2490,[],[],[]
2491,"['6s', '7c', '5s']",[],[]
2492,"['4c', 'Kc', 'Ks']",[],[]
2493,"['Qd', 'Th', '2d']",[],[]
2494,"['Kh', 'Qd', '2d', 'Tc']",[],[]
2495,[],[],[]
2496,"['Jd', 'Jc', 'Ad']",[],[]
2497,[],[],[]
2498,"['9h', 'Kd', 'Qc', '9c', '4h']",[],[]
2499,[],[],[]
2500,[],[],[]
2501,"['Qh', '5d', '2c', 'Ks', '4h']",[],[]
2502,"['6c', '2h', '7h', 'Kh']",[],[]
2503,"['3h', 'Ah', 'Ad', 'As', '7s']",[],[]
2504,"['8d', '5d', 'Th', 'Kc']",[],[]
2505,[],[],[]
2506,"['Jh', '5c', '9c']",[],[]
2507,[],[],[]
2508,[],[],[]
2509,[],[],[]
2510,"['7c', 'Th', '5s', '2d', 'Jd']",[],[]
2511,"['9c', '5d', '6d', '2h', '3d']",[],[]
2512,[],[],[]
2513,"['9h', 'Ac', 'Ts', '3h']",[],[]
2514,"['7d', 'Jc', 'As']",[],[]
2515,"['Td', '2h', 'Jh', '3h', '6d']",[],[]
2516,[],[],[]
2517,[],[],[]
2518,"['5h', '5c', 'Jd', '2s', '3s']",[],[]
2519,"['Jh', '4s', '4h']",[],[]
2520,"['Jh', '8c', 'Kd']",[],[]
2521,[],[],[]
2522,"['Qc', '2c', '8d', '6s', '4s']",[],[]
2523,"['Ks', '8c', 'Jd', 'Js', 'Qd']",[],[]
2524,"['6s', '6d', '4h', '7s']",[],[]
2525,"['2s', '5h', '8s']",[],[]
2526,"['7s', '3c', 'Ah']",[],[]
2527,[],[],[]
2528,[],[],[]
2529,"['Ac', 'Kc', '5s', '7s']",[],[]
2530,"['Tc', '7h', 'Kc', '8s', '2d']",[],[]
2531,"['8c', 'Ac', 'Td', 'As', '8h']",[],[]
2532,"['Qc', '2d', '6s', 'Th', '4s']",[],[]
2533,[],[],[]
2534,"['2h', '6c', 'Js']",[],[]
2535,[],[],[]
2536,[],[],[]
2537,[],[],[]
2538,[],[],[]
2539,[],[],[]
2540,"['5h', '5c', 'Qh', '6d', 'Qd']",[],[]
2541,"['Kc', 'Qc', '4d', 'Qd']",[],[]
2542,[],[],[]
2543,"['4c', '6s', 'Jd']",[],[]
2544,[],[],[]
2545,"['9s', 'Qs', 'Qh', '6d', '4h']",[],[]
2546,[],[],[]
2547,[],[],[]
2548,"['8d', '9d', '3d', '8s']",[],[]
2549,[],[],[]
2550,[],[],[]
2551,"['4h', '7h', 'Ad']",[],[]
2552,[],[],[]
2553,[],[],[]
2554,"['Ad', '2c', 'Jd', '5h']",[],[]
2555,"['7d', 'Ac', '4c', '7s', '5s']",[],[]
2556,"['7d', 'Kd', 'Js']",[],[]
2557,[],[],[]
2558,"['9s', 'As', 'Td', '2c', '8s']",[],[]
2559,[],[],[]
2560,[],[],[]
2561,[],[],[]
2562,"['Td', '6s', '6c', '2c', 'Qd']",[],[]
2563,"['9d', '3h', 'Tc', 'Td', '3d']",[],[]
2564,[],[],[]
2565,"['As', '5d', '8c', '2c', '8d']",[],[]
2566,[],[],[]
2567,[],[],[]
2568,"['7c', '5s', '3d', '9h', '2d']","['2c', '5c', 'Qh', '9s', '3s']",[]
2569,[],[],[]
2570,[],[],[]
2571,[],[],[]
2572,"['Ks', '5s', '6c', '3h', 'Th']",[],[]
2573,[],[],[]
2574,[],[],[]
2575,[],[],[]
2576,[],[],[]
2577,"['Qc', '9d', '6h', '8d']",[],[]
2578,"['Td', 'Js', '4s']",[],[]
2579,[],[],[]
2580,"['Jc', 'As', 'Th', 'Ad']",[],[]
2581,"['6c', '3d', '3c', '9s', 'Ad']",[],[]
2582,"['Th', 'Qc', 'Qh', '5d']",[],[]
2583,"['9c', '4c', 'Kc', '2s', 'Ac']",[],[]
2584,"['5c', 'Kc', '9h', '6s', 'Qs']",[],[]
2585,"['Qh', '8d', '4s']",[],[]
2586,"['5h', 'Th', '4h', '7c', '2c']",[],[]
2587,[],[],[]
2588,[],[],[]
2589,[],[],[]
2590,"['Ts', 'Jd', '4d', '7c']",[],[]
2591,"['4c', '2s', 'Qc']",[],[]
2592,[],[],[]
2593,"['4h', '3h', '2d', '2s', 'Js']",[],[]
2594,"['9c', '6s', 'Js']",[],[]
2595,"['7d', 'Qh', 'Jc', '2d', '6d']",[],[]
2596,"['Qs', '7c', '4s', '9d', '2c']",[],[]
2597,[],[],[]
2598,"['5h', 'As', 'Ks', 'Qh']",[],[]
2599,"['4c', 'Jd', 'Jc', '6d']",[],[]
2600,[],[],[]
2601,[],[],[]
2602,"['9s', '6h', 'Qs']",[],[]
2603,[],[],[]
2604,"['6d', 'Kh', '4c']",[],[]
2605,[],[],[]
2606,[],[],[]
2607,[],[],[]
2608,"['6d', '9c', '4d', 'Qc', 'Ac']",[],[]
2609,[],[],[]
2610,[],[],[]
2611,"['4d', '8c', 'Ad', '2c', 'As']",[],[]
2612,[],[],[]
2613,[],[],[]
2614,[],[],[]
2615,[],[],[]
2616,"['5c', '8d', 'Kc', '8h']",[],[]
2617,"['4h', '5c', 'Ts']",[],[]
2618,[],[],[]
2619,"['Qs', 'Ts', 'Th']",[],[]
2620,"['Jc', '5d', 'Ts']",[],[]
2621,"['2h', '3c', '2s', '5h', '6c']",[],[]
2622,"['7c', '9s', '3s', 'Ts']",[],[]
2623,[],[],[]
2624,[],[],[]
2625,[],[],[]
2626,"['5s', '5d', 'Ah']",[],[]
2627,"['Kc', 'Kd', '4d', '4c', '9h']",[],[]
2628,[],[],[]
2629,"['Jd', 'Qd', '4h', '2h', '7s']",[],[]
2630,"['Td', '3s', 'Qd']",[],[]
2631,"['2c', '8s', 'Qc', '2s']",[],[]
2632,[],[],[]
2633,[],[],[]
2634,[],[],[]
2635,"['Kd', 'Jc', '9s']",[],[]
2636,"['Jc', '3c', '8h', 'Qd']",[],[]
2637,"['5c', '7s', 'Ad', '6h']",[],[]
2638,[],[],[]
2639,"['6c', '8c', '9h', 'Qc']",[],[]
2640,"['Ks', '8s', '3d']",[],[]
2641,"['2d', '4s', 'Th', '4d', '2h']",[],[]
2642,[],[],[]
2643,[],[],[]
2644,[],[],[]
2645,"['4s', 'Qc', 'Ac']",[],[]
2646,[],[],[]
2647,"['5d', '6h', 'Jc', '8d', '2c']",[],[]
2648,[],[],[]
2649,"['8h', '3s', 'As']",[],[]
2650,"['4c', '8s', 'Kc', '5d', '7s']",[],[]
2651,[],[],[]
2652,"['9s', 'Qd', 'Kd', '7c', '8d']",[],[]
2653,[],[],[]
2654,[],[],[]
2655,"['4h', '8s', '5h', 'Qc', 'Jh']",[],[]
2656,[],[],[]
2657,[],[],[]
2658,[],[],[]
2659,"['Ad', '8c', '7s', '9h', 'Ks']",[],[]
2660,"['9h', '8s', '3s', '7h']",[],[]
2661,[],[],[]
2662,"['Ad', '8s', '2c', '2d', '8d']",[],[]
2663,[],[],[]
2664,"['5c', '8h', '5d', '9d', '4d']",[],[]
2665,"['Js', '4d', '5s', '6c', 'Ks']",[],[]
2666,[],[],[]
2667,"['4s', '2h', 'Td', '2c']",[],[]
2668,[],[],[]
2669,"['Qh', 'Kc', '2c']",[],[]
2670,"['3h', 'Ah', '7d', '6c', '4c']",[],[]
2671,[],[],[]
2672,[],[],[]
2673,"['2h', 'As', '2s', 'Qc', '8c']",[],[]
2674,"['7h', 'Ah', '3d']",[],[]
2675,[],[],[]
2676,"['Qs', '8s', 'Js']",[],[]
2677,[],[],[]
2678,[],[],[]
